Index,ao.r,ao.c,art.r,art.c,ven.r,ven.c,av.r,mv.r,la.E_pas,la.E_act,la.v_ref,la.k_pas,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,T,ao.l,ao.v_ref,ao.v,art.l,art.v_ref,art.v,ven.l,ven.v_ref,ven.v,la.v,la.delay,la.t_tr,la.tau,la.t_max,lv.delay,lv.t_tr,lv.tau,lv.t_max
14,169.62744299217354,0.23765410501529063,726.4610045325014,3.454926182276528,8.20333875919215,97.27947499681686,8.678766161111305,5.34428256060193,0.4115196593425677,0.3098043539913985,5.686258287125093,0.018036849253444485,0.628045987199043,4.168137760920704,13.643620903594284,0.021095224628286526,1152.1288196301446,0,100,130,0,900,1092,0.0,2800,3780,93,216.0241536806521,324.03623052097817,36.00402561344202,216.0241536806521,0,604.8676303058259,36.00402561344202,403.2450868705506
15,174.80439975409377,0.24704030400707383,1563.6982420015283,3.5531450896357852,9.854598324706249,122.61783693475257,5.820072444770665,3.147201314057134,0.6147733467115485,0.39541216923457423,8.984474531117119,0.03799036082101068,1.4064336445969818,4.198253223892004,9.63118481923445,0.02000283749134281,587.6144274837804,0,100,130,0,900,1092,0.0,2800,3780,93,110.17770515320882,165.26655772981326,18.36295085886814,110.17770515320882,0,308.49757442898476,18.36295085886814,205.66504961932316
16,298.13408080594445,0.38721541627794065,746.7499988993831,3.3520842545422185,11.82313557982851,138.18740151566323,8.026726661461224,4.154168509567407,0.56061162087386,0.28634456452010854,7.639204323244897,0.06666736896425028,0.583879833430534,3.13803578106222,7.562763893030273,0.019447499698458787,436.4311696683045,0,100,130,0,900,1092,0.0,2800,3780,93,81.83084431280709,122.74626646921064,13.638474052134516,81.83084431280709,0,229.12636407585987,13.638474052134516,152.7509093839066
17,292.2580155221194,0.42715136802270803,1046.7393430768125,3.4773500947915634,12.547945014579897,198.94814895675376,3.0565495298586773,2.535397199594899,0.5056677599303245,0.6134371967036536,13.250866041568454,0.034300875585220415,0.967739138952516,1.731203036739918,8.712707796475753,0.026549672212771325,314.0735638264633,0,100,130,0,900,1092,0.0,2800,3780,93,58.888793217461874,88.33318982619281,9.814798869576979,58.888793217461874,0,164.88862100889324,9.814798869576979,109.92574733926216
18,200.29603005993795,0.3051194224570064,1324.4719311965614,3.415834328507569,6.077162234833137,192.90798555139543,7.208113818058287,5.693497969662244,0.29050715670229177,0.6323488998058149,13.316267628931433,0.06785401675570907,1.4564254274575141,3.785024768068792,11.304953163534261,0.04425924339124775,911.7192983196644,0,100,130,0,900,1092,0.0,2800,3780,93,170.9473684349371,256.4210526524056,28.491228072489513,170.9473684349371,0,478.6526316178238,28.491228072489513,319.10175441188255
19,315.05575951423054,0.37655846146824673,1086.736932342617,3.264512922761993,11.43364306062936,138.84692418297834,8.877524451592167,5.743925655409539,0.5410708402090029,0.6501499407744223,12.115657476662463,0.04328183392255319,1.2584209594634101,4.245242241489043,5.40016127915415,0.03603185971626134,361.0724552774002,0,100,130,0,900,1092,0.0,2800,3780,93,67.70108536451254,101.5516280467688,11.283514227418756,67.70108536451254,0,189.5630390206351,11.283514227418756,126.37535934709007
20,248.53925154340234,0.3961397049001757,1439.8161718305528,2.4081084737209233,6.51840344000496,154.58692418071047,8.6816954843843,3.508926562724932,0.3560195969274589,0.6071458477704965,6.903744107549883,0.01745095797667093,0.794777211949257,3.5151399677707835,7.95557083335783,0.02216684274867548,1000.8040085376954,0,100,130,0,900,1092,0.0,2800,3780,93,187.6507516008179,281.47612740122685,31.27512526680298,187.6507516008179,0,525.4221044822901,31.27512526680298,350.28140298819335
21,276.849099129681,0.44685708682968106,623.7319584994452,1.7614589797007052,8.317539887271302,164.1973420037068,7.6737851717001,3.5707449999715672,0.22545353896373885,0.6539246042598392,9.766771474252558,0.049200583451619206,1.2811767689410267,3.9017425467659232,8.378081035608595,0.04054424163106184,917.8397273937326,0,100,130,0,900,1092,0.0,2800,3780,93,172.09494888632486,258.14242332948726,28.682491481054143,172.09494888632486,0,481.86585688170965,28.682491481054143,321.2439045878064
22,235.23535571578006,0.15216539137152016,776.4167247459272,2.780157542537017,5.412152298414375,101.4012875609564,8.338672456914209,5.91828165369135,0.28824109739753767,0.5228689639272838,12.18146683975555,0.030083598306240612,0.9570240604664673,2.135164555319152,13.542497662510154,0.038992492976730124,821.394365592383,0,100,130,0,900,1092,0.0,2800,3780,93,154.0114435485718,231.01716532285772,25.66857392476197,154.0114435485718,0,431.23204193600105,25.66857392476197,287.48802795733405
23,276.4067113261696,0.18767530344636463,1506.9101865048412,1.859470062013729,8.03500445438638,137.7390292119843,3.680670878387714,4.91276761415833,0.45570742074103876,0.4748836658137938,7.490730532576457,0.016708646772215757,0.8773440701795225,3.7220644743723,14.576862248406213,0.026290539277319377,444.22370172661977,0,100,130,0,900,1092,0.0,2800,3780,93,83.29194407374122,124.93791611061181,13.881990678956868,83.29194407374122,0,233.21744340647535,13.881990678956868,155.4782956043169
24,135.72529698936765,0.4319336872903886,1675.819732405196,3.9442114002668567,12.35165485602278,142.29521636196807,7.225836624479003,4.683094498599271,0.36133927774230995,0.26564201381080105,8.533905505512035,0.033218866669760906,1.3274643831949033,3.977057449433051,12.782724394714023,0.03241024889466952,1186.1180563361222,0,100,130,0,900,1092,0.0,2800,3780,93,222.39713556302294,333.59570334453434,37.06618926050382,222.39713556302294,0,622.7119795764642,37.06618926050382,415.1413197176428
25,144.41021503399742,0.28297041504711545,1451.3055938052757,3.728420526978028,6.51466731638433,181.95774187004784,8.48242858054018,5.405143430079354,0.46745546505964697,0.42621372294147286,7.114002006932931,0.03962283833529022,1.3131281910859647,3.8227647564523775,8.115100821408149,0.02822695629840665,1058.9550665673532,0,100,130,0,900,1092,0.0,2800,3780,93,198.55407498137873,297.83111247206807,33.09234583022979,198.55407498137873,0,555.9514099478605,33.09234583022979,370.6342732985736
26,296.3521198267125,0.36874774842811253,868.5768210734786,2.2783681502338293,11.842894352916563,190.70644100665976,6.577727591880838,5.085069649453124,0.3859914999542403,0.45025450848270215,7.278783370374957,0.057039545218104976,1.1074364546054025,2.2929265208904477,10.919556924341247,0.044876849726149665,573.926074388977,0,100,130,0,900,1092,0.0,2800,3780,93,107.61113894793317,161.41670842189978,17.93518982465553,107.61113894793317,0,301.31118905421295,17.93518982465553,200.87412603614194
27,159.76993956853937,0.248265840567437,1161.189286605916,1.921773886492872,9.233061518566256,130.105500591441,4.906889305513461,4.551231701359876,0.41532029292096784,0.639639461224367,11.412590472260888,0.03857352828612645,0.674817189863262,3.834116951183761,7.952391555485345,0.012770425245961555,762.3432834918558,0,100,130,0,900,1092,0.0,2800,3780,93,142.93936565472296,214.40904848208444,23.823227609120494,142.93936565472296,0,400.2302238332243,23.823227609120494,266.8201492221495
28,232.11796750562092,0.3716621144481276,1411.9009559339045,2.9258893471912666,9.631466127979985,149.7651625478156,6.27371775040038,2.905249093775799,0.5828155434613173,0.33175324568476866,8.012469243814087,0.07018873488198663,0.9343615672901691,1.7252103149460092,13.049512832254527,0.029901393988198396,803.3467771673442,0,100,130,0,900,1092,0.0,2800,3780,93,150.627520718877,225.94128107831554,25.104586786479505,150.627520718877,0,421.7570580128557,25.104586786479505,281.1713720085705
29,274.360418751825,0.33513464664627135,788.102972390321,1.879188172445415,11.511241158351254,83.77191635717405,6.21163233352951,4.826323419789122,0.4453624024540325,0.299545746885842,5.942109084789037,0.04913317856986778,1.428345162298358,2.3518248621186286,6.741263891308138,0.026075685177056614,722.0531058794647,0,100,130,0,900,1092,0.0,2800,3780,93,135.38495735239962,203.07743602859944,22.564159558733273,135.38495735239962,0,379.07788058671895,22.564159558733273,252.71858705781267
30,158.90401940204566,0.27556142078414614,1483.9728390023477,2.9898136140590132,13.028631863267705,103.88819781836432,6.351840092849745,2.5793652615952167,0.5703007566396079,0.4252344472203647,7.419840125603674,0.05415525359357083,0.5843850304183694,2.901834863883144,6.972266012958528,0.04349181193704161,839.4584054068144,0,100,130,0,900,1092,0.0,2800,3780,93,157.3984510137777,236.09767652066657,26.23307516896295,157.3984510137777,0,440.71566283857754,26.23307516896295,293.8104418923851
31,250.28107323598283,0.19714528294484637,1502.0488086930548,2.805654940889321,5.385867725077442,113.82089325434636,7.136287184200272,5.313543586745832,0.6284848943699552,0.4384343642630244,10.007495667079924,0.07350669443580098,1.1568494661006299,2.1486559291204,10.804866213490012,0.028360280550697267,1180.7765078504638,0,100,130,0,900,1092,0.0,2800,3780,93,221.39559522196197,332.0933928329429,36.89926587032699,221.39559522196197,0,619.9076666214935,36.89926587032699,413.2717777476623
32,252.4431642536658,0.1856558243713205,1560.3795786042224,3.3961069447983885,12.769568259949256,174.68891875939556,6.36914620962248,4.077425541942223,0.244812139842335,0.6010814966177387,6.033675660332861,0.017408332463468613,1.0117485279178018,2.925623626533966,8.791563856482773,0.020233333082651767,883.4857574594307,0,100,130,0,900,1092,0.0,2800,3780,93,165.6535795236433,248.4803692854649,27.60892992060721,165.6535795236433,0,463.8300226662011,27.60892992060721,309.2200151108007
33,176.21285557365763,0.42445312327589635,804.8500817732458,1.5820957191556881,13.0073895165215,69.74014442173407,4.999566932970815,4.247519722634559,0.45654436608688476,0.6320945170891631,12.905590138025492,0.0494637624367739,0.7271398863132559,4.446914698512383,13.239567040894277,0.041234504237912584,426.884155948925,0,100,130,0,900,1092,0.0,2800,3780,93,80.04077924042345,120.06116886063515,13.340129873403907,80.04077924042345,0,224.11418187318563,13.340129873403907,149.40945458212377
34,132.35203585068143,0.40396033952735144,1009.0768640048077,4.184321210886834,7.073998650244505,157.57239131852413,4.024219608517003,2.1365696476525495,0.5893494056564003,0.38644564247458224,12.969260220949614,0.020664375834845233,1.1397510629186893,4.043427681506803,10.410402329223475,0.03532276415347354,1134.1090644697117,0,100,130,0,900,1092,0.0,2800,3780,93,212.64544958807096,318.9681743821064,35.44090826467849,212.64544958807096,0,595.4072588465987,35.44090826467849,396.93817256439905
35,344.0748291153016,0.15689669259778657,739.6674302865579,4.425963386741071,6.492811217852039,198.17137437029785,6.615315564041045,4.200287842229285,0.3577041335024783,0.313083955053157,13.619533202370416,0.058592144316825634,1.024929492118865,3.3212745609210534,6.402298770168034,0.01365248520022242,551.5191534793378,0,100,130,0,900,1092,0.0,2800,3780,93,103.40984127737583,155.11476191606374,17.234973546229305,103.40984127737583,0,289.5475555766523,17.234973546229305,193.0317037177682
36,173.09942566226627,0.3113965641524922,951.2492787225298,2.2716807268922485,12.67942447710806,95.0762071228242,3.4502512442644884,3.622995161778445,0.6429360528145088,0.28449741249830096,12.28809507409691,0.03259003716442421,1.367354862283546,1.5894282642606816,7.139333867030426,0.033209519550833386,579.0627816527326,0,100,130,0,900,1092,0.0,2800,3780,93,108.57427155988736,162.86140733983103,18.095711926647894,108.57427155988736,0,304.00796036768463,18.095711926647894,202.67197357845643
37,328.1235987850758,0.3756923587405229,1438.8775334196432,2.111318923238761,6.966473893689504,130.03192820910206,8.462582152926542,4.937259621920767,0.624929635765902,0.3294115302418477,14.00797662456038,0.017705699526793142,0.676892289306689,2.418939186801511,14.44215801382606,0.02698280075121562,461.500250036637,0,100,130,0,900,1092,0.0,2800,3780,93,86.53129688186944,129.79694532280416,14.421882813644906,86.53129688186944,0,242.2876312692344,14.421882813644906,161.52508751282295
38,171.10201513494493,0.2715874329050732,1511.4702168325307,4.36634932594262,11.05490894013679,105.28049403484883,5.9677089919520725,3.792111106090708,0.48206311191515916,0.5935949102240843,7.935982164832974,0.02888999249984473,0.6277586203817682,3.3938259006367426,9.325240329754529,0.02072925656931201,1188.8171173777437,0,100,130,0,900,1092,0.0,2800,3780,93,222.90320950832694,334.3548142624904,37.15053491805449,222.90320950832694,0,624.1289866233154,37.15053491805449,416.0859910822103
39,132.72762004806034,0.2150215931559844,627.4194319160356,3.826242161802399,9.695174771031475,165.070606230267,5.088578267426962,5.694977379339361,0.652046635504629,0.6074470367369263,8.324576730158988,0.031012664835215014,0.999089273288146,2.395969734466764,5.768326549549428,0.03806479797784251,1004.2420334372823,0,100,130,0,900,1092,0.0,2800,3780,93,188.29538126949043,282.44307190423564,31.382563544915072,188.29538126949043,0,527.2270675545732,31.382563544915072,351.4847117030488
40,206.3994281277432,0.3098256856738013,1595.6703032855683,3.815574331191013,13.084211619434795,70.06076694683726,6.223909732529407,6.090234218508526,0.482885579800717,0.6682469284695521,6.818838601445449,0.04547251050055226,1.438064349538205,2.1945382696099593,11.870209279352759,0.01048603743464083,879.7990470434592,0,100,130,0,900,1092,0.0,2800,3780,93,164.96232132064858,247.4434819809729,27.4937202201081,164.96232132064858,0,461.89449969781606,27.4937202201081,307.92966646521074
41,123.57759649401055,0.3144128513643018,779.0339268246839,2.362490995884343,8.941171319056952,88.11804022340922,6.594276459760573,2.635164060531147,0.38287359264974385,0.3190353199855176,10.735636756201906,0.051218502238455976,0.583370391023146,3.9710519018547386,9.473671921084506,0.0368649656792731,333.55983349580555,0,100,130,0,900,1092,0.0,2800,3780,93,62.542468780463544,93.81370317069532,10.423744796743925,62.542468780463544,0,175.11891258529792,10.423744796743925,116.74594172353194
42,159.55220210014937,0.22785337686954676,1018.0118314645134,1.863210052070434,7.371188914350395,176.3910924953413,4.820727543115401,3.590249504262272,0.5432160380245873,0.4669528199802762,14.503313092132297,0.055031846201334,0.9830814909096395,2.8235299755909,10.844329210920016,0.022654490930888768,533.8236113237995,0,100,130,0,900,1092,0.0,2800,3780,93,100.09192712321241,150.1378906848186,16.681987853868733,100.09192712321241,0,280.2573959449947,16.681987853868733,186.8382639633298
43,121.07357750913563,0.16829943055824365,1396.502115671356,3.1369418458099774,8.454542415679963,146.51379724447247,3.9906413435546595,3.4557520204584624,0.33019582378853285,0.45628632588099216,10.272392780005926,0.06981285959564983,0.6385604864934266,3.8753140849564263,9.946193422005024,0.020384909058948332,467.2912397046466,0,100,130,0,900,1092,0.0,2800,3780,93,87.61710744462124,131.42566116693186,14.602851240770205,87.61710744462124,0,245.32790084493948,14.602851240770205,163.55193389662634
44,169.07514100628333,0.3102788888898429,719.999324502631,2.1544982060391327,5.9327850534458,110.94192839438534,6.5906896061488265,6.0225412759539445,0.4068700768405328,0.5931047019470661,6.806319872550722,0.059354922723277054,1.1889478157936413,1.934786637114743,13.646475077415129,0.023974011931351628,489.55263700624727,0,100,130,0,900,1092,0.0,2800,3780,93,91.79111943867136,137.68667915800705,15.298519906445227,91.79111943867136,0,257.0151344282798,15.298519906445227,171.34342295218656
45,340.48871268407845,0.4184135933510372,1142.7587189605056,2.647716226323563,12.946766988354849,185.46027695283837,6.850963418253139,4.999099986248584,0.39803641061461204,0.3833967229765515,14.374212281491202,0.06091010527267407,0.5786427773852654,2.303645557738174,10.050249109126137,0.015202618340320398,706.8320577233796,0,100,130,0,900,1092,0.0,2800,3780,93,132.5310108231337,198.79651623470053,22.088501803855614,132.5310108231337,0,371.08683030477437,22.088501803855614,247.39122020318288
46,190.74997615083157,0.419545726946986,1330.6452769327434,1.6665715245417998,9.572231719757042,189.03121564845793,5.083147326153685,3.294151421252865,0.2607750376451218,0.5819606684860031,9.6443159088961,0.06779238574522481,0.7086425086275937,4.000987961097831,8.663012192721927,0.04248955581324242,956.6147500781467,0,100,130,0,900,1092,0.0,2800,3780,93,179.3652656396525,269.04789845947874,29.894210939942084,179.3652656396525,0,502.222743791027,29.894210939942084,334.81516252735133
47,332.21045096973097,0.4123908691861088,1579.7295035817137,2.810882928202952,7.671257771642901,131.70470608196382,8.35065953038723,5.246709259641917,0.3037400042365721,0.23063246314151517,8.661124514166042,0.06945514750302884,0.587677075663126,3.481668473808372,13.720339592778359,0.036551293362551654,1177.7540708584238,0,100,130,0,900,1092,0.0,2800,3780,93,220.82888828595446,331.2433324289317,36.804814714325744,220.82888828595446,0,618.3208872006725,36.804814714325744,412.2139248004483
48,239.44294338619002,0.21681065669688476,967.9301550970417,4.127026776275271,8.704432511008337,66.93761721793356,8.002446435895544,2.929894289957149,0.6419364170666496,0.6459839199470304,10.559125134639272,0.01890496909554852,1.3006282757351326,3.716156833894095,11.181651415358042,0.04464761233610841,633.3852747356132,0,100,130,0,900,1092,0.0,2800,3780,93,118.75973901292747,178.13960851939117,19.79328983548791,118.75973901292747,0,332.5272692361969,19.79328983548791,221.6848461574646
49,359.3133784425411,0.25086171944423863,849.5421031626223,3.7808439752806753,5.3910435047410425,109.60143804143834,6.258859369702306,4.259416896954138,0.3947891986986051,0.6084367562171649,7.084039419980136,0.03657584515943295,1.3030121905116614,1.772573208295648,8.333774925441126,0.013706221033752814,304.5814451435752,0,100,130,0,900,1092,0.0,2800,3780,93,57.10902096442035,85.66353144663053,9.518170160736725,57.10902096442035,0,159.90525870037698,9.518170160736725,106.60350580025131
50,168.02195628827764,0.32112023191464323,1487.035901868077,1.5632693341064998,8.74570246488103,81.98583695681393,6.581707572569246,5.713866616374462,0.30526542722066946,0.44906520902691127,11.881336596806218,0.042535771398007426,0.9989321142551422,2.3815974030032114,12.29734330241832,0.03845412504560648,1071.4274746297224,0,100,130,0,900,1092,0.0,2800,3780,93,200.89265149307295,301.3389772396094,33.482108582178824,200.89265149307295,0,562.4994241806043,33.482108582178824,374.99961612040283
51,236.65025906011286,0.44254651229943176,970.0046919412746,3.4987456286052483,6.324813633015314,71.23493449728905,7.708518419500095,4.026649473090933,0.4965334280224487,0.4799119245324115,9.176325256739243,0.07005065098313672,1.1960046657659706,4.233807030470773,5.281362632804841,0.028517587588823834,878.1934145508351,0,100,130,0,900,1092,0.0,2800,3780,93,164.6612652282816,246.99189784242236,27.4435442047136,164.6612652282816,0,461.0515426391884,27.4435442047136,307.36769509279225
52,124.47385035815883,0.2950366764514565,800.0968557161017,1.775043279589521,6.813919597226566,141.43256544757978,7.812630405748518,3.9491035439206787,0.32030125938630327,0.30403026024142565,5.040935328239471,0.0736978932588847,0.8966247216815109,1.6177023133196347,13.24876759912638,0.044918455963499845,488.15765112384395,0,100,130,0,900,1092,0.0,2800,3780,93,91.52955958572075,137.29433937858113,15.254926597620123,91.52955958572075,0,256.2827668400181,15.254926597620123,170.8551778933454
53,245.6844980849756,0.18183915538230644,725.3684733528617,4.418072648446956,11.243144179373791,72.63061436498795,5.648841112586345,4.941776910394841,0.5000802739640019,0.6354962557245203,5.656975972660421,0.03161623577176061,0.973024786306496,2.3741820308487287,8.228480750129046,0.03211038807261167,403.91977748883426,0,100,130,0,900,1092,0.0,2800,3780,93,75.73495827915643,113.60243741873462,12.622493046526069,75.73495827915643,0,212.05788318163798,12.622493046526069,141.37192212109198
54,301.71586808593486,0.30328999487383446,1196.8229791565589,2.002167281237324,12.125424697063087,197.5663892085908,4.398918256302179,5.118379137927871,0.2344173223720195,0.586830599041359,8.46120444196858,0.06932265964643418,0.6588218293416883,2.310160308400982,8.940291424324563,0.02588304168200739,487.5725575466258,0,100,130,0,900,1092,0.0,2800,3780,93,91.41985453999234,137.1297818099885,15.236642423332055,91.41985453999234,0,255.97559271197852,15.236642423332055,170.65039514131902
55,242.59700465622888,0.38624198361761647,1673.3669649802491,2.901741206958783,9.347691556682395,76.25364052465898,6.467131164582321,3.8356510035569613,0.5028858473900129,0.2937843135995378,5.98243278347294,0.06104611460135974,1.2510447804750033,2.3411724135386276,14.737643603365072,0.022133982690644514,827.3721730320597,0,100,130,0,900,1092,0.0,2800,3780,93,155.1322824435112,232.69842366526677,25.855380407251864,155.1322824435112,0,434.3703908418313,25.855380407251864,289.5802605612209
56,342.616007357122,0.1885404204185947,1661.3427258747645,4.368329183724431,7.272194206977502,182.6179402629229,6.255073973537565,3.3947978342181795,0.6455079286730767,0.638912739337562,11.571185776207091,0.024098938007497656,0.9246452205985516,1.5450094167870978,11.21890498150851,0.013595095050862887,1093.6115808086229,0,100,130,0,900,1092,0.0,2800,3780,93,205.0521714016168,307.5782571024252,34.175361900269465,205.0521714016168,0,574.146079924527,34.175361900269465,382.76405328301803
57,145.86525324896795,0.33258459745394664,1008.3474610189883,1.8123422934218618,6.97897733445661,101.97278752939047,8.223233188336259,2.882033105882102,0.27967240741901483,0.3147314496389219,14.878828801674084,0.020044545603239424,0.8793405254889588,4.254895153323318,9.736202665363056,0.03133347528932559,792.0211155191903,0,100,130,0,900,1092,0.0,2800,3780,93,148.5039591598482,222.7559387397723,24.7506598599747,148.5039591598482,0,415.8110856475749,24.7506598599747,277.2073904317166
58,268.79307924023453,0.3854275035364061,581.5704585266816,3.0822855804529508,9.440881458156802,186.14055348975916,7.636589398832598,3.056659046662816,0.5250568848954706,0.5748797182390962,12.060778234277407,0.04635611551247167,0.7758485863063515,2.651015430619615,7.457050908250446,0.033500983353133125,768.3490748459736,0,100,130,0,900,1092,0.0,2800,3780,93,144.06545153362006,216.09817730043008,24.010908588936676,144.06545153362006,0,403.38326429413615,24.010908588936676,268.9221761960908
